"Randomly generated prices between 30 and 200 - n = 10000	",
9619,138.154
9620,34.2149
9621,72.9459
9622,123.604
9623,164.238
9624,164.619
9625,139.598
9626,50.8759
9627,122.568
9628,162.498
9629,155.358
9630,40.8892
9631,179.417
9632,102.653
9633,155.946
9634,57.7603
9635,197.024
9636,122.549
9637,86.9176
9638,96.3909
9639,82.8008
9640,90.8201
9641,110.003
9642,134.093
9643,167.436
9644,146.469
9645,112.308
9646,159.037
9647,108.541
9648,190.069
9649,111.583
9650,136.752
9651,76.2118
9652,194.87
9653,101.439
9654,78.9809
9655,169.89
9656,64.8169
9657,142.702
9658,113.093
9659,161.54
9660,146.628
9661,172.6
9662,198.225
9663,44.5614
9664,73.0586
9665,44.3284
9666,197.563
9667,44.5728
9668,37.7022
9669,31.0799
9670,85.7935
9671,134.693
9672,42.8893
9673,110.437
9674,112.675
9675,96.0247
9676,66.3279
9677,180.976
9678,89.6081
9679,167.679
9680,189.583
9681,176.468
9682,129.871
9683,154.679
9684,36.9609
9685,103.723
9686,136.955
9687,176.57
9688,55.4015
9689,98.8252
9690,89.2253
9691,172.252
9692,101.951
9693,35.3255
9694,92.308
9695,44.1758
9696,44.566
9697,40.6094
9698,146.376
9699,124.163
9700,62.1732
9701,153.418
9702,53.2003
9703,57.9337
9704,91.5221
9705,104.088
9706,53.1754
9707,67.9065
9708,70.1606
9709,146.955
9710,162.81
9711,98.4129
9712,128.416
9713,77.3987
9714,102.005
9715,160.664
9716,171.107
9717,117.767
9718,43.9585
9719,58.1598
9720,176.842
9721,159.361
9722,43.5997
9723,78.2381
9724,191.269
9725,165.452
9726,133.486
9727,188.442
9728,90.362
9729,170.8
9730,45.1938
9731,92.6433
9732,53.4247
9733,120.356
9734,80.9762
9735,101.579
9736,103
9737,51.1821
9738,76.013
9739,172.614
9740,164.459
9741,153.979
9742,191.852
9743,43.8329
9744,30.8305
9745,131.244
9746,188.36
9747,54.7086
9748,185.915
9749,157.455
9750,117.755
9751,62.0806
9752,38.2857
9753,108.065
9754,111.193
9755,115.688
9756,59.5274
9757,186.36
9758,71.5957
9759,133.386
9760,91.3083
9761,130.41
9762,119.674
9763,131.808
9764,199.564
9765,38.7793
9766,70.6298
9767,172.674
9768,136.833
9769,68.7125
9770,40.189
9771,190.773
9772,90.0568
9773,181.383
9774,32.7846
9775,112.866
9776,193.165
9777,88.7064
9778,39.8914
9779,159.713
9780,173.046
9781,162.962
9782,66.9647
9783,154.655
9784,42.9052
9785,146.004
9786,159.549
9787,111.91
9788,62.3153
9789,142.511
9790,66.2659
9791,186.849
9792,72.5673
9793,162.099
9794,161.297
9795,62.2775
9796,130.434
9797,132.147
9798,132.466
9799,130.787
9800,131.042
9801,88.8646
9802,55.8354
9803,137.616
9804,179.632
9805,130.774
9806,190.771
9807,66.3203
9808,148.665
9809,100.795
9810,151.5
9811,161.424
9812,91.4951
9813,77.5059
9814,163.865
9815,36.5186
9816,82.0193
9817,83.3854
9818,187.827
9819,160.288
9820,150.406
9821,110
9822,183.88
9823,39.5181
9824,43.7345
9825,152.249
9826,50.279
9827,181.283
9828,39.1829
9829,153.699
9830,137.73
9831,107.03
9832,51.8569
9833,88.7324
9834,97.7792
9835,88.1558
9836,42.3122
9837,173.587
9838,97.3139
9839,135.539
9840,94.5371
9841,173.685
9842,37.0129
9843,158.054
9844,60.017
9845,150.351
9846,156.186
9847,95.651
9848,111.343
9849,42.0124
9850,187.541
9851,179.671
9852,148.395
9853,145.324
9854,120.464
9855,195.483
9856,158.586
9857,176.446
9858,172.971
9859,130.774
9860,60.3842
9861,173.149
9862,65.5447
9863,147.21
9864,181.315
9865,136.527
9866,177.015
9867,148.934
9868,199.708
9869,194.062
9870,149.07
9871,63.9239
9872,40.3464
9873,84.2294
9874,92.0033
9875,80.6985
9876,125.52
9877,98.5293
9878,180.15
9879,169.284
9880,137.593
9881,123.367
9882,122.476
9883,195.052
9884,175.442
9885,168.227
9886,129.286
9887,36.8035
9888,183.625
9889,178.04
9890,195.788
9891,121.535
9892,82.8003
9893,109.972
9894,75.2532
9895,138.001
9896,54.4126
9897,123.91
9898,55.5076
9899,117.936
9900,113.08
9901,48.1541
9902,111.749
9903,142.629
9904,83.2455
9905,168.073
9906,164.682
9907,144.001
9908,92.0901
9909,140.053
9910,106.281
9911,131.77
9912,134.962
9913,163.969
9914,180.606
9915,181.498
9916,172.615
9917,61.6881
9918,129.972
9919,86.7893
9920,78.6164
9921,188.16
9922,98.254
9923,46.6544
9924,51.368
9925,112.713
9926,92.7823
9927,50.5121
9928,151.072
9929,99.8801
9930,31.5084
9931,42.3469
9932,32.4278
9933,39.4645
9934,71.7875
9935,46.1898
9936,195.366
9937,178.048
9938,50.4998
9939,130.163
9940,39.6181
9941,130.14
9942,151.763
9943,41.5168
9944,142.177
9945,199.156
9946,178.291
9947,60.2193
9948,101.828
9949,113.565
9950,155.034
9951,84.1138
9952,87.8282
9953,43.3804
9954,99.5664
9955,30.2693
9956,130.109
9957,66.7558
9958,111.518
9959,65.9624
9960,45.2787
9961,82.377
9962,87.0455
9963,151.572
9964,32.6001
9965,184.477
9966,155.46
9967,196.734
9968,54.3692
9969,135.481
9970,34.6223
9971,189.017
9972,63.8328
9973,150.292
9974,92.3178
9975,150.209
9976,189.509
9977,107.729
9978,52.921
9979,64.3775
9980,164.54
9981,73.7726
9982,80.8514
9983,48.2931
9984,105.959
9985,140.023
9986,123.408
9987,133.62
9988,79.921
9989,47.3837
9990,30.1659
9991,196.85
9992,143.857
9993,76.9973
9994,165.704
9995,75.1192
9996,168.885
9997,37.1799
9998,98.3473
9999,155.107
10000,57.4105
